run,split,pipeline,model,total_tokens,total_prompt_tokens,total_completion_tokens,total_time,total_completion_time,total_api_calls,total_costs,avg_total_tokens,avg_prompt_tokens,avg_completion_tokens,avg_total_time,avg_completion_time,avg_api_calls,avg_costs
logs/20240214_141525,jaegermeister.curated@0.6.0,zeroshot-index@3.0.0,gpt-3.5-turbo-0613,2960.0,2555.0,405.0,8.518631915969308,8.505159542080946,7.0,0.0046425,422.85714285714283,365.0,57.857142857142854,1.216947416567044,1.2150227917258494,1.0,0.0006632142857142858
