run,split,pipeline,model,total_tokens,total_prompt_tokens,total_completion_tokens,total_time,total_completion_time,total_api_calls,total_costs,avg_total_tokens,avg_prompt_tokens,avg_completion_tokens,avg_total_time,avg_completion_time,avg_api_calls,avg_costs
logs/20240214_141240,jaegermeister.curated@0.6.0,zeroshot-index@3.0.0,gpt-3.5-turbo-0613,3204.0,2555.0,649.0,10.981870791991241,10.969811584043782,7.0,0.0051305,457.7142857142857,365.0,92.71428571428571,1.5688386845701774,1.567115940577683,1.0,0.0007329285714285713
