run,split,pipeline,model,total_tokens,total_prompt_tokens,total_completion_tokens,total_time,total_completion_time,total_api_calls,total_costs,avg_total_tokens,avg_prompt_tokens,avg_completion_tokens,avg_total_time,avg_completion_time,avg_api_calls,avg_costs
logs/20240214_142121,jaegermeister.curated@0.6.0,zeroshot-index@3.0.0,gpt-3.5-turbo-0613,3739.0,2611.0,1128.0,16.839141499076504,16.82415516814217,7.0,0.0061725,534.1428571428571,373.0,161.14285714285714,2.405591642725215,2.403450738306024,1.0,0.0008817857142857143
