run,split,pipeline,model,total_tokens,total_prompt_tokens,total_completion_tokens,total_time,total_completion_time,total_api_calls,total_costs,avg_total_tokens,avg_prompt_tokens,avg_completion_tokens,avg_total_time,avg_completion_time,avg_api_calls,avg_costs
logs/20240214_142245,jaegermeister.curated@0.6.0,zeroshot-index@3.0.0,gpt-3.5-turbo-0613,3440.0,2611.0,829.0,12.791582125006244,12.774826626002323,7.0,0.0055745000000000005,491.42857142857144,373.0,118.42857142857143,1.8273688750008918,1.8249752322860462,1.0,0.0007963571428571429
