run,split,pipeline,model,total_tokens,total_prompt_tokens,total_completion_tokens,total_time,total_completion_time,total_api_calls,total_costs,avg_total_tokens,avg_prompt_tokens,avg_completion_tokens,avg_total_time,avg_completion_time,avg_api_calls,avg_costs
logs/20240214_141308,jaegermeister.curated@0.6.0,zeroshot-index@3.0.0,gpt-3.5-turbo-0613,3121.0,2555.0,566.0,9.578334709978662,9.56300166703295,7.0,0.0049645,445.85714285714283,365.0,80.85714285714286,1.3683335299969517,1.3661430952904214,1.0,0.0007092142857142858
